product_name,drug_varient,product_photo_url,product_photo_url,final_price,original_price,offer,is_in_stock
Nivea Men Body Deodorizer - Energy 120 ml,Mfr: Nivea India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/409766/nivea_men_body_deodorizer_energy_120_ml_0.jpg,https://www.netmeds.com/non-prescriptions/nivea-men-energy-deo-120ml,Rs. 210.00,Rs. 250.00,16% OFF,True
Nivea Men Fresh Active Deodorant 150 ml,Mfr: Nivea India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/409767/nivea_men_fresh_active_deodorant_150_ml_0.jpg,https://www.netmeds.com/non-prescriptions/nivea-men-fresh-active-original-deo-150ml,Rs. 159.20,Rs. 199.00,20% OFF,True
Nivea Men Body Deodorizer - Ice Cool 120 ml,Mfr: Nivea India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/409765/nivea_men_body_deodorizer_ice_cool_120_ml_0.jpg,https://www.netmeds.com/non-prescriptions/nivea-men-ice-cool-deo-120ml,Rs. 210.00,Rs. 250.00,16% OFF,True
Nivea Whitening Sensitive Deodorant 150 ml,Mfr: Nivea India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/409760/nivea_whitening_sensitive_deodorant_150_ml_0.jpg,https://www.netmeds.com/non-prescriptions/nivea-whitening-sensitive-deodorant-150ml,Rs. 177.65,Rs. 209.00,15% OFF,True
Entice Lotion 100ml,Mfr: East West Pharmaceuticals Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/327842/entice_lotion_100ml_0.jpg,https://www.netmeds.com/prescriptions/entice-lotion-100ml,Rs. 194.00,None,None,True
Nivea Whitening Smooth Skin Deodorant 150 ml,Mfr: Nivea India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/409761/nivea_whitening_smooth_skin_deodorant_150_ml_0.jpg,https://www.netmeds.com/non-prescriptions/nivea-whitening-smooth-skin-deodorant-150ml,Rs. 167.20,Rs. 209.00,20% OFF,True
Clindac A Foaming Facewash 50ml,Mfr: Alkem Laboratories Ltd,https://www.netmeds.com/images/product-v1/150x150/409774/clindac_a_foaming_facewash_50ml_0.jpg,https://www.netmeds.com/prescriptions/clindac-a-foaming-facewash-50ml,Rs. 367.00,None,None,True
Natural Vibes Ayurvedic Tea Tree Hair Conditioner 150 ml,Mfr: Natural Vibes,https://www.netmeds.com/images/product-v1/150x150/884925/natural_vibes_ayurvedic_tea_tree_hair_conditioner_150_ml_0.jpg,https://www.netmeds.com/non-prescriptions/natural-vibes-ayurvedic-tea-tree-hair-conditioner-150-ml,Rs. 449.00,None,None,True
Natural Vibes Ayurvedic Beauty Oil with 24K Gold Flakes 15 ml,Mfr: Natural Vibes,https://www.netmeds.com/images/product-v1/150x150/884927/natural_vibes_ayurvedic_beauty_oil_with_24k_gold_flakes_15_ml_0.jpg,https://www.netmeds.com/non-prescriptions/natural-vibes-ayurvedic-beauty-oil-with-24k-gold-flakes-15-ml,"Rs. 1,799.00",None,None,True
Natural Vibes Ayurvedic Activated Face Wash with Charcoal & Tea Tree 150 ml,Mfr: Natural Vibes,https://www.netmeds.com/images/product-v1/150x150/884926/natural_vibes_ayurvedic_activated_face_wash_with_charcoal_tea_tree_150_ml_0.jpg,https://www.netmeds.com/non-prescriptions/natural-vibes-ayurvedic-activated-charcoal-tea-tree-face-wash-150-ml,Rs. 449.00,None,None,True
Nivea Berry Shine Caring Lip Balm 4.8 gm,Mfr: Nivea India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/409785/nivea_berry_shine_caring_lip_balm_4_8_gm_0_1.jpg,https://www.netmeds.com/non-prescriptions/nivea-blackberry-shine-lip-balm-4-8g,Rs. 162.80,Rs. 185.00,12% OFF,True
Photoban 30 Aquagel Gel 60gm,Mfr: Micro Labs Ltd,https://www.netmeds.com/images/product-v1/150x150/344276/photoban_30_aquagel_gel_60gm_0.jpg,https://www.netmeds.com/prescriptions/photoban-30-aquagel-gel-60gm,Rs. 315.00,None,None,True
Baby Dove Rich Moisture Bathing Bar 50 gm,Mfr: Hindustan Unilever Ltd,https://www.netmeds.com/images/product-v1/150x150/409821/baby_dove_rich_moisture_bathing_bar_50_gm_0.jpg,https://www.netmeds.com/non-prescriptions/dove-rich-moisture-baby-soap-50g,Rs. 32.00,None,None,True
Baby Dove Rich Moisture Bathing Bar 75 gm,Mfr: Hindustan Unilever Ltd,https://www.netmeds.com/images/product-v1/150x150/409819/baby_dove_rich_moisture_bathing_bar_75_gm_0.jpg,https://www.netmeds.com/non-prescriptions/dove-rich-moisture-baby-soap-75gm,Rs. 52.00,None,None,True
DEWDERM MOISTURISING Lotion 200gm,Mfr: Menarini India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/884969/dewderm_moisturising_lotion_200gm_0.jpg,https://www.netmeds.com/prescriptions/dewderm-moisturising-lotion-200gm,Rs. 362.00,None,None,True
Chekfall 5% Solution 60ml,Mfr: Mankind Pharma Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/835836/chekfall_5_solution_60ml_0.jpg,https://www.netmeds.com/prescriptions/chekfall-5-solution-60ml,Rs. 723.00,None,None,True
Gillette Simply Venus 3 Hair Removal Razors for Women,Mfr: Procter & Gamble,https://www.netmeds.com/images/product-v1/150x150/803064/gillette_simply_venus_3_hair_removal_razors_for_women_0_1.jpg,https://www.netmeds.com/non-prescriptions/gillette-simply-venus-basic-3blades-1-s,Rs. 70.00,None,None,True
Dr.Vaidya's Herbocharm Face Pack Powder 50 gm,Mfr: Herbolab India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/803072/dr_vaidya_s_herbocharm_face_pack_powder_50_gm_0.jpg,https://www.netmeds.com/non-prescriptions/dr-vaidyas-herbocharm-cream-50gm,Rs. 100.50,Rs. 150.00,33% OFF,True
Demelan Lite Lotion 50ml,Mfr: Glenmark Pharmaceuticals Ltd,https://www.netmeds.com/images/product-v1/150x150/803099/demelan_lite_lotion_50ml_0.jpg,https://www.netmeds.com/prescriptions/demelan-lite-lotion-50ml,Rs. 600.00,None,None,True
Hydent Pro Tooth Paste 70gm,Mfr: Abbott Healthcare Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/803092/hydent_pro_tooth_paste_70gm_0.jpg,https://www.netmeds.com/prescriptions/hydent-pro-tooth-paste-70gm,Rs. 237.50,None,None,True
Fogg I Am Queen Women Parfum 100 ml,Mfr: Vini Cosmetics Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/409880/fogg_i_am_queen_women_parfum_100_ml_0.jpg,https://www.netmeds.com/non-prescriptions/fogg-i-am-queen-women-parfum-100ml,Rs. 475.00,Rs. 500.00,5% OFF,True
HE Perfumed Body Spray - Respect 150 ml,Mfr: Emami Ltd,https://www.netmeds.com/images/product-v1/150x150/409896/he_perfumed_body_spray_respect_150_ml_0.jpg,https://www.netmeds.com/non-prescriptions/he-perfumed-body-spray-respect-150ml,Rs. 190.00,None,None,True
Bioderma Cicabio Arnica+ Creme 40 ml,Mfr: Naos Skin Care India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/901433/bioderma_cicabio_arnica_creme_40_ml_0_0.jpg,https://www.netmeds.com/non-prescriptions/bioderma-cicabio-arnica-40-ml,Rs. 975.00,None,None,True
Fair and Handsome 100% Oil Clear Face Wash 50 gm,Mfr: Emami Ltd,https://www.netmeds.com/images/product-v1/150x150/409914/fair_and_handsome_100_oil_clear_face_wash_50_gm_0.jpg,https://www.netmeds.com/non-prescriptions/fair-handsome-100-oil-clear-face-wash-50gm,Rs. 90.00,None,None,True
Fair and Handsome 100% Oil Clear Face Wash 100 gm,Mfr: Emami Ltd,https://www.netmeds.com/images/product-v1/150x150/409913/fair_and_handsome_100_oil_clear_face_wash_100_gm_0.jpg,https://www.netmeds.com/non-prescriptions/fair-handsome-100-oil-clear-face-wash-100gm,Rs. 170.00,None,None,True
Oral-B CrissCross Anti-Plaque with Neem Toothbrush - Medium (Buy 2 Get 2 Free),Mfr: Procter & Gamble,https://www.netmeds.com/images/product-v1/150x150/934218/oral_b_crisscross_anti_plaque_with_neem_toothbrush_medium_buy_2_get_2_free_0_0.jpg,https://www.netmeds.com/non-prescriptions/oral-b-crisscross-anti-plaque-with-neem-toothbrush-medium-buy-2-get-2-free-1s,Rs. 150.00,None,None,True
Aroma Magic Moisture Boost Shampoo 200 ml,Mfr: Blossom Kochhar Aroma Magic,https://www.netmeds.com/images/product-v1/150x150/852295/aroma_magic_moisture_boost_shampoo_200_ml_0.jpg,https://www.netmeds.com/non-prescriptions/aroma-magic-moisture-boost-shampoo-200-ml,Rs. 150.50,Rs. 215.00,30% OFF,True
Dr. Willmar Schwabe B&T Cleansing Neem Face Wash 60 ml,Mfr: Dr Willmar Schwabe,https://www.netmeds.com/images/product-v1/150x150/835932/dr_willmar_schwabe_b_t_cleansing_neem_face_wash_60_ml_0.jpg,https://www.netmeds.com/non-prescriptions/dr-willmar-schwabe-b-t-cleansing-neem-face-wash-face-wash-60-ml,Rs. 70.00,None,None,True
Dr. Willmar Schwabe B&T Glow and Fairness Soap 75 gm,Mfr: Dr Willmar Schwabe,https://www.netmeds.com/images/product-v1/150x150/835934/dr_willmar_schwabe_b_t_glow_and_fairness_soap_75_gm_0.jpg,https://www.netmeds.com/non-prescriptions/dr-willmar-schwabe-b-t-glow-and-fairness-soap-soap-75-gms,Rs. 45.00,None,None,True
Dr. Willmar Schwabe B&T Hair Growth Oil 200 ml,Mfr: Dr Willmar Schwabe,https://www.netmeds.com/images/product-v1/150x150/835935/dr_willmar_schwabe_b_t_hair_growth_oil_200_ml_0.jpg,https://www.netmeds.com/non-prescriptions/dr-willmar-schwabe-b-t-hair-growth-oil-200-ml,Rs. 160.00,None,None,True
Dr. Willmar Schwabe B&T Anti-Dandruff Shampoo 150 ml,Mfr: Dr Willmar Schwabe,https://www.netmeds.com/images/product-v1/150x150/835928/dr_willmar_schwabe_b_t_anti_dandruff_shampoo_150_ml_0.jpg,https://www.netmeds.com/non-prescriptions/dr-willmar-schwabe-b-t-anti-dandruff-shampoo-150-ml,Rs. 120.00,None,None,True
Dr. Willmar Schwabe B&T Arnica Shampoo 150 ml,Mfr: Dr Willmar Schwabe,https://www.netmeds.com/images/product-v1/150x150/835929/dr_willmar_schwabe_b_t_arnica_shampoo_150_ml_0.jpg,https://www.netmeds.com/non-prescriptions/dr-willmar-schwabe-b-t-arnica-shampoo-150-ml,Rs. 115.00,None,None,True
Dr. Willmar Schwabe B&T Arnica Shampoo 250 ml,Mfr: Dr Willmar Schwabe,https://www.netmeds.com/images/product-v1/150x150/835930/dr_willmar_schwabe_b_t_arnica_shampoo_250_ml_0.jpg,https://www.netmeds.com/non-prescriptions/dr-willmar-schwabe-b-t-arnica-shampoo-250-ml,Rs. 165.00,None,None,True
DEWDERM MOISTURISING Lotion 100gm,Mfr: Menarini India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/885077/dewderm_moisturising_lotion_100gm_0_0.jpg,https://www.netmeds.com/prescriptions/dewderm-moisturising-lotion-100gm,Rs. 209.00,None,None,True
Dr. Willmar Schwabe B&T Akne Sor Soap 75 gm,Mfr: Dr Willmar Schwabe,https://www.netmeds.com/images/product-v1/150x150/835926/dr_willmar_schwabe_b_t_akne_sor_soap_75_gm_0.jpg,https://www.netmeds.com/non-prescriptions/dr-willmar-schwabe-b-t-akne-sor-soap-soap-75-gms,Rs. 45.00,None,None,True
Dr. Willmar Schwabe B&T Anti-Dandruff Oil 150 ml,Mfr: Dr Willmar Schwabe,https://www.netmeds.com/images/product-v1/150x150/835927/dr_willmar_schwabe_b_t_anti_dandruff_oil_150_ml_0_0.jpg,https://www.netmeds.com/non-prescriptions/dr-willmar-schwabe-b-t-anti-dandruff-oil-150-ml,Rs. 125.00,None,None,True
Engage Woman Spell Deo Spray 150 ml,Mfr: Itc India Ltd,https://www.netmeds.com/images/product-v1/150x150/409962/engage_woman_spell_deo_spray_150_ml_0_2.jpg,https://www.netmeds.com/non-prescriptions/engage-woman-spell-deo-spray-150ml,Rs. 190.00,None,None,True
Dr. Willmar Schwabe B&T Skin Care Bathing Bar 75 gm,Mfr: Dr Willmar Schwabe,https://www.netmeds.com/images/product-v1/150x150/835937/dr_willmar_schwabe_b_t_skin_care_bathing_bar_75_gm_0.jpg,https://www.netmeds.com/non-prescriptions/dr-willmar-schwabe-b-t-skin-care-bathing-bar-75-gms,Rs. 55.00,None,None,True
Dr. Willmar Schwabe B&T Sunscrean Expert Cream 100 gm,Mfr: Dr Willmar Schwabe,https://www.netmeds.com/images/product-v1/150x150/835938/dr_willmar_schwabe_b_t_sunscrean_expert_cream_100_gm_0.jpg,https://www.netmeds.com/non-prescriptions/dr-willmar-schwabe-b-t-sunscrean-expert-cream-100-gms,Rs. 185.00,None,None,True
Engage Man Mate Deo Spray 150 ml,Mfr: Itc India Ltd,https://www.netmeds.com/images/product-v1/150x150/409961/engage_man_mate_deo_spray_150_ml_0.jpg,https://www.netmeds.com/non-prescriptions/engage-man-mate-deo-spray-150ml,Rs. 195.00,None,None,True
Elovera Imf Cream 50gm,Mfr: Glenmark Pharmaceuticals Ltd,https://www.netmeds.com/images/product-v1/150x150/328052/elovera_imf_cream_50gm_0.jpg,https://www.netmeds.com/prescriptions/elovera-imf-cream-50gm,Rs. 280.00,None,None,True
