product_name,drug_varient,product_photo_url,product_photo_url,final_price,original_price,offer,is_in_stock
Evver Age-Defying Anti-Wrinkle Night Cream 50 ml,Mfr: Eliph Nutrition Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/887451/evver_age_defying_anti_wrinkle_night_cream_50_ml_0.jpg,https://www.netmeds.com/non-prescriptions/evver-age-defying-anti-wrinkle-night-cream-50-ml,"Rs. 1,019.15","Rs. 1,199.00",15% OFF,True
Evver Sun Protection UV Guard SPF 50 PA+++ Cream 100 ml,Mfr: Eliph Nutrition Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/887450/evver_sun_protection_uv_guard_spf_50_pa_cream_100_ml_0.jpg,https://www.netmeds.com/non-prescriptions/evver-sun-protection-uv-guard-spf-50-pa-cream-100-ml,Rs. 424.15,Rs. 499.00,15% OFF,True
Bioderma Photoderm Max SPF 50+ Cream 40 ml,Mfr: Naos Skin Care India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/857262/bioderma_photoderm_max_spf_50_cream_40_ml_0.jpg,https://www.netmeds.com/non-prescriptions/bioderma-photoderm-max-cream-spf-50-40-ml,"Rs. 1,345.00",None,None,True
Pantene Pro-V Advanced Hair Fall Solution+ Conditioner - Total Damage Care 80 ml,Mfr: Procter & Gamble,https://www.netmeds.com/images/product-v1/150x150/default/no_image.png,https://www.netmeds.com/non-prescriptions/pantene-pro-v-advanced-hair-fall-solution-conditioner-total-damage-care-80-ml,Rs. 85.00,None,None,True
Pantene Pro-V Advanced Hair Fall Solution+ Shampoo - Total Damage Care 340 ml,Mfr: Procter & Gamble,https://www.netmeds.com/images/product-v1/150x150/default/no_image.png,https://www.netmeds.com/non-prescriptions/pantene-pro-v-advanced-hair-fall-solution-total-damage-care-shampoo-340-ml,Rs. 220.00,None,None,True
Pantene Pro-V Advanced Hair Fall Solution+ Shampoo - Long Black 650 ml,Mfr: Procter & Gamble,https://www.netmeds.com/images/product-v1/150x150/895148/pantene_pro_v_advanced_hair_fall_solution_shampoo_long_black_650_ml_1_0.jpg,https://www.netmeds.com/non-prescriptions/pantene-pro-v-advanced-hair-fall-solution-shampoo-long-black-650-ml,Rs. 450.00,None,None,True
Pantene Pro-V Advanced Hair Fall Solution+ Shampoo - Silky Smooth Care 75 ml,Mfr: Procter & Gamble,https://www.netmeds.com/images/product-v1/150x150/895804/pantene_pro_v_advanced_hair_fall_solution_shampoo_silky_smooth_care_75_ml_1_0.jpg,https://www.netmeds.com/non-prescriptions/pantene-pro-v-advanced-hair-fall-solution-shampoo-silky-smooth-care-75-ml,Rs. 60.00,None,None,True
Pantene Pro-V Advanced Hair Fall Solution Shampoo - Hair Fall Control 75 ml,Mfr: Procter & Gamble,https://www.netmeds.com/images/product-v1/150x150/895806/pantene_pro_v_advanced_hair_fall_solution_shampoo_hair_fall_control_75_ml_1_0.jpg,https://www.netmeds.com/non-prescriptions/pantene-pro-v-advanced-hair-fall-solution-shampoo-hair-fall-control-75-ml,Rs. 60.00,None,None,True
Pantene Pro-V Advanced Hair Fall Solution Conditioner - Hair Fall Control 180 ml,Mfr: Procter & Gamble,https://www.netmeds.com/images/product-v1/150x150/895803/pantene_pro_v_advanced_hair_fall_solution_conditioner_hair_fall_control_180_ml_0_0.jpg,https://www.netmeds.com/non-prescriptions/pantene-pro-v-advanced-hair-fall-solution-conditioner-hair-fall-control-180-ml,Rs. 180.00,None,None,True
Pantene Pro-V Advanced Hair Fall Solution Shampoo - Hair Fall Control 650 ml,Mfr: Procter & Gamble,https://www.netmeds.com/images/product-v1/150x150/default/no_image.png,https://www.netmeds.com/non-prescriptions/pantene-pro-v-advanced-hair-fall-solution-shampoo-hair-fall-control-650-ml,Rs. 500.00,None,None,True
Pantene Pro-V Advanced Hair Fall Solution+ Conditioner - Silky Smooth Care 180 ml,Mfr: Procter & Gamble,https://www.netmeds.com/images/product-v1/150x150/897438/pantene_pro_v_advanced_hair_fall_solution_conditioner_silky_smooth_care_180_ml_0_0.jpg,https://www.netmeds.com/non-prescriptions/pantene-pro-v-advanced-hair-fall-solution-conditioner-silky-smooth-care-180-ml,Rs. 180.00,None,None,True
Pantene Pro-V Advanced Hair Fall Solution+ Conditioner - Total Damage Care 180 ml,Mfr: Procter & Gamble,https://www.netmeds.com/images/product-v1/150x150/899026/pantene_pro_v_advanced_hair_fall_solution_conditioner_total_damage_care_180_ml_0_0.jpg,https://www.netmeds.com/non-prescriptions/pantene-pro-v-advanced-hair-fall-solution-conditioner-total-damage-care-180-ml,Rs. 180.00,None,None,True
Savlon Herbal Sensitive Hand Wash 750 ml,Mfr: Itc India Ltd,https://www.netmeds.com/images/product-v1/150x150/852577/savlon_herbal_sensitive_hand_wash_750_ml_0_1.jpg,https://www.netmeds.com/non-prescriptions/savlon-herbal-sensitive-hand-wash-750-ml,Rs. 169.00,None,None,True
Savlon Moisture Shield Hand Wash 750 ml,Mfr: Itc India Ltd,https://www.netmeds.com/images/product-v1/150x150/852578/savlon_moisture_shield_hand_wash_750_ml_0_2.jpg,https://www.netmeds.com/non-prescriptions/savlon-moisture-shield-hand-wash-750-ml,Rs. 169.00,None,None,True
Veet Hair Removal Cream - Sensitive 50 gm,Mfr: Reckitt Benckiser India Ltd,https://www.netmeds.com/images/product-v1/150x150/409634/veet_hair_removal_cream_sensitive_50_gm_0.jpg,https://www.netmeds.com/non-prescriptions/veet-silk-fresh-sensitive-skin-hair-removal-cream-50gm,Rs. 112.50,Rs. 125.00,10% OFF,True
Veet Hair Removal Cream - Dry Skin 50 gm,Mfr: Reckitt Benckiser India Ltd,https://www.netmeds.com/images/product-v1/150x150/409733/veet_hair_removal_cream_dry_skin_50_gm_0.jpg,https://www.netmeds.com/non-prescriptions/veet-silk-fresh-dry-skin-hair-removal-cream-50gm,Rs. 112.50,Rs. 125.00,10% OFF,True
Dettol Soap - Original 125 gm,Mfr: Reckitt Benckiser India Ltd,https://www.netmeds.com/images/product-v1/150x150/410284/dettol_soap_original_125_gm_0.jpg,https://www.netmeds.com/non-prescriptions/dettol-original-soap-125gm,Rs. 47.50,Rs. 50.00,5% OFF,True
Sensodyne Whitening Toothpaste 70 gm,Mfr: Gsk Consumer Healthcare,https://www.netmeds.com/images/product-v1/150x150/411464/sensodyne_whitening_toothpaste_70_gm_0.jpg,https://www.netmeds.com/non-prescriptions/sensodyne-whitening-tooth-paste-70gm,Rs. 130.00,None,None,True
Sensodyne Herbal Multi Care Toothpaste 70 gm,Mfr: Gsk Consumer Healthcare,https://www.netmeds.com/images/product-v1/150x150/886808/sensodyne_herbal_multi_care_toothpaste_70_gm_0.jpg,https://www.netmeds.com/non-prescriptions/sensodyne-herbal-multi-care-toothpaste-70-gm,Rs. 125.00,None,None,True
Sri Sri Tattva Body Butter 150 gm,Mfr: Sriveda Sattva Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/824255/sri_sri_tattva_body_butter_150_gm_0.jpg,https://www.netmeds.com/non-prescriptions/srisri-tattva-body-butter-150gm,Rs. 237.50,Rs. 250.00,5% OFF,True
Sri Sri Tattva Moisturising Cream 100 gm,Mfr: Sriveda Sattva Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/824268/sri_sri_tattva_moisturising_cream_100_gm_0.jpg,https://www.netmeds.com/non-prescriptions/srisri-tattva-moisturising-cream-100gm,Rs. 114.00,Rs. 120.00,5% OFF,True
Sri Sri Tattva Mouth Freshner 15 ml,Mfr: Sriveda Sattva Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/824269/sri_sri_tattva_mouth_freshner_15_ml_0.jpg,https://www.netmeds.com/non-prescriptions/srisri-tattva-mouth-freshner-15ml,Rs. 47.50,Rs. 50.00,5% OFF,True
Sri Sri Tattva Neem Face Pack 60 gm,Mfr: Sriveda Sattva Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/824270/sri_sri_tattva_neem_face_pack_60_gm_0.jpg,https://www.netmeds.com/non-prescriptions/srisri-tattva-neem-face-pack-60gm,Rs. 61.75,Rs. 65.00,5% OFF,True
Sri Sri Tattva Hydrating Conditioner 60 gm,Mfr: Sriveda Sattva Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/824265/sri_sri_tattva_hydrating_conditioner_60_gm_0.jpg,https://www.netmeds.com/non-prescriptions/srisri-tattva-hydrating-conditioner-60gm,Rs. 47.50,Rs. 50.00,5% OFF,True
Sri Sri Tattva Lip Balm 10 gm,Mfr: Sriveda Sattva Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/824267/sri_sri_tattva_lip_balm_10_gm_0.jpg,https://www.netmeds.com/non-prescriptions/srisri-tattva-lip-balm-10gm,Rs. 57.00,Rs. 60.00,5% OFF,True
Sri Sri Tattva Exfoliating Face Scrub 60 gm,Mfr: Sriveda Sattva Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/824260/sri_sri_tattva_exfoliating_face_scrub_60_gm_0.jpg,https://www.netmeds.com/non-prescriptions/srisri-tattva-exfoliating-face-scrub-60ml,Rs. 57.00,Rs. 60.00,5% OFF,True
Sri Sri Tattva Extra Nourishing Moisturiser 60 ml,Mfr: Sriveda Sattva Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/824261/sri_sri_tattva_extra_nourishing_moisturiser_60_ml_0.jpg,https://www.netmeds.com/non-prescriptions/srisri-tattva-extra-nourishing-moisturiser-60ml,Rs. 57.00,Rs. 60.00,5% OFF,True
Sri Sri Tattva Kleanup Hand Wash 200 ml,Mfr: Sriveda Sattva Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/824263/sri_sri_tattva_kleanup_hand_wash_200_ml_0.jpg,https://www.netmeds.com/non-prescriptions/srisri-tattva-hand-wash-200ml,Rs. 71.25,Rs. 75.00,5% OFF,True
Sri Sri Tattva Cleansing Milk 100 ml,Mfr: Sriveda Sattva Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/824256/sri_sri_tattva_cleansing_milk_100_ml_0.jpg,https://www.netmeds.com/non-prescriptions/srisri-tattva-cleansing-milk-100ml,Rs. 66.50,Rs. 70.00,5% OFF,True
Sri Sri Tattva Dawn-To-Dusk Fortifying Cream 60 gm,Mfr: Sriveda Sattva Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/824259/sri_sri_tattva_dawn_to_dusk_fortifying_cream_60_gm_0.jpg,https://www.netmeds.com/non-prescriptions/srisri-tattva-dawn-to-dusk-fortifying-cream-60ml,Rs. 57.00,Rs. 60.00,5% OFF,True
Sri Sri Tattva Bath Soap - Almond & Honey 100 gm,Mfr: Sriveda Sattva Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/824287/sri_sri_tattva_bath_soap_almond_honey_100_gm_0.jpg,https://www.netmeds.com/non-prescriptions/srisri-tattva-almond-honey-soap-100gm,Rs. 35.15,Rs. 37.00,5% OFF,True
Sri Sri Tattva Replenishing Foot Cream 60 gm,Mfr: Sriveda Sattva Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/824276/sri_sri_tattva_replenishing_foot_cream_60_gm_0.jpg,https://www.netmeds.com/non-prescriptions/srisri-tattva-replenishing-foot-cream-60gm,Rs. 57.00,Rs. 60.00,5% OFF,True
Sri Sri Tattva Protein Shampoo 200 ml,Mfr: Sriveda Sattva Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/824273/sri_sri_tattva_protein_shampoo_200_ml_0.jpg,https://www.netmeds.com/non-prescriptions/srisri-tattva-protien-shampoo-200ml,Rs. 123.50,Rs. 130.00,5% OFF,True
Sri Sri Tattva Rejuvenating Night Cream 60 gm,Mfr: Sriveda Sattva Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/824275/sri_sri_tattva_rejuvenating_night_cream_60_gm_0.jpg,https://www.netmeds.com/non-prescriptions/srisri-tattva-rejuvenating-night-cream-60gm,Rs. 49.40,Rs. 52.00,5% OFF,True
Sri Sri Tattva Bhringamlakadi Taila 100 ml,Mfr: Sriveda Sattva Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/824297/sri_sri_tattva_bhringamlakadi_taila_100_ml_0.jpg,https://www.netmeds.com/non-prescriptions/srisri-tattva-bhringamlakadi-taila-100ml,Rs. 95.00,Rs. 100.00,5% OFF,True
Sri Sri Tattva Bath Soap - Malai Cream 100 gm,Mfr: Sriveda Sattva Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/824288/sri_sri_tattva_bath_soap_malai_cream_100_gm_0.jpg,https://www.netmeds.com/non-prescriptions/srisri-tattva-malai-cream-soap-100gm,Rs. 35.15,Rs. 37.00,5% OFF,True
Sri Sri Tattva Bath Soap - Sandal 100 gm,Mfr: Sriveda Sattva Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/824289/sri_sri_tattva_bath_soap_sandal_100_gm_0.jpg,https://www.netmeds.com/non-prescriptions/srisri-tattva-sandal-soap-100gm,Rs. 35.15,Rs. 37.00,5% OFF,True
Sri Sri Tattva Bath Soap - Orange & Tulsi 100 gm,Mfr: Sriveda Sattva Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/824290/sri_sri_tattva_bath_soap_orange_tulsi_100_gm_0.jpg,https://www.netmeds.com/non-prescriptions/srisri-tattva-orange-tulsi-soap-100gm,Rs. 35.15,Rs. 37.00,5% OFF,True
Sri Sri Tattva Sukesha Taila 100 ml,Mfr: Sriveda Sattva Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/824305/sri_sri_tattva_sukesha_taila_100_ml_0.jpg,https://www.netmeds.com/non-prescriptions/srisri-tattva-sukesha-taila-100ml,Rs. 123.50,Rs. 130.00,5% OFF,True
Sensodyne Fresh Mint Toothpaste 150 gm,Mfr: Gsk Consumer Healthcare,https://www.netmeds.com/images/product-v1/150x150/109681/sensodyne_fresh_mint_toothpaste_150_gm_0.jpg,https://www.netmeds.com/non-prescriptions/sensodyne-fresh-mint-150gm,Rs. 199.00,None,None,True
Veet Hair Removal Cream -Dry Skin 25 gm,Mfr: Reckitt Benckiser India Ltd,https://www.netmeds.com/images/product-v1/150x150/404814/veet_hair_removal_cream_dry_skin_25_gm_0.jpg,https://www.netmeds.com/non-prescriptions/veet-silk-fresh-dry-skin-hair-removal-cream-25gm,Rs. 63.00,None,None,True
Krack Heel Repair Cream 25 gm,Mfr: Reckitt Benckiser India Ltd,https://www.netmeds.com/images/product-v1/150x150/405057/krack_heel_repair_cream_25_gm_0.jpg,https://www.netmeds.com/non-prescriptions/krack-heel-repair-cream-25gm,Rs. 85.50,Rs. 90.00,5% OFF,True
Sensodyne Fresh Mint Toothpaste 75 gm,Mfr: Gsk Consumer Healthcare,https://www.netmeds.com/images/product-v1/150x150/12808/sensodyne_fresh_mint_toothpaste_75_gm_0_1.jpg,https://www.netmeds.com/non-prescriptions/sensodyne-fresh-mint-75g,Rs. 115.00,None,None,True
Sensodyne Fresh Gel Toothpaste 75 gm,Mfr: Gsk Consumer Healthcare,https://www.netmeds.com/images/product-v1/150x150/406968/sensodyne_fresh_gel_toothpaste_75_gm_0.jpg,https://www.netmeds.com/non-prescriptions/sensodyne-fresh-gel-70gm,Rs. 110.00,None,None,True
Dettol Lather Shaving Cream - Fresh 78 gm,Mfr: Reckitt Benckiser India Ltd,https://www.netmeds.com/images/product-v1/150x150/408306/dettol_lather_shaving_cream_fresh_78_gm_0.jpg,https://www.netmeds.com/non-prescriptions/dettol-fresh-lather-shaving-cream-60gm-18g-free,Rs. 75.00,None,None,True
Dermi Cool Prickly Heat Powder - Menthol Regular 150 gm,Mfr: Reckitt Benckiser India Ltd,https://www.netmeds.com/images/product-v1/150x150/15100/dermi_cool_prickly_heat_powder_menthol_regular_150_gm_0.jpg,https://www.netmeds.com/non-prescriptions/dermi-cool-prickly-heat-powder-regular-150g,Rs. 117.00,None,None,True
Dettol Liquid Handwash - Original 900 ml,Mfr: Reckitt Benckiser India Ltd,https://www.netmeds.com/images/product-v1/150x150/15122/dettol_liquid_handwash_original_900_ml_0.jpg,https://www.netmeds.com/non-prescriptions/dettol-original-liquid-hand-wash-900ml,Rs. 198.55,Rs. 209.00,5% OFF,True
Veet Hair Removal Cream - Normal Skin 100 gm,Mfr: Reckitt Benckiser India Ltd,https://www.netmeds.com/images/product-v1/150x150/15200/veet_hair_removal_cream_normal_skin_100_gm_0.jpg,https://www.netmeds.com/non-prescriptions/veet-normal-skin-hair-removal-cream-100gm,Rs. 218.55,Rs. 235.00,7% OFF,True
Veet Hair Removal Cream - Sensitive Skin 100 gm,Mfr: Reckitt Benckiser India Ltd,https://www.netmeds.com/images/product-v1/150x150/15203/veet_hair_removal_cream_sensitive_skin_100_gm_0.jpg,https://www.netmeds.com/non-prescriptions/veet-sensitive-skin-hair-removal-cream-100gm,Rs. 204.60,Rs. 220.00,7% OFF,True
Veet Hair Removal Cream - Sensitive Skin 25 gm,Mfr: Reckitt Benckiser India Ltd,https://www.netmeds.com/images/product-v1/150x150/15204/veet_hair_removal_cream_sensitive_skin_25_gm_0.jpg,https://www.netmeds.com/non-prescriptions/veet-sensitive-skin-hair-removal-cream-25gm,Rs. 63.00,None,None,True
Veet Hair Removal Cream - Normal Skin 50 gm,Mfr: Reckitt Benckiser India Ltd,https://www.netmeds.com/images/product-v1/150x150/408727/veet_hair_removal_cream_normal_skin_50_gm_0.jpg,https://www.netmeds.com/non-prescriptions/veet-silk-fresh-normal-hair-removal-cream-50gm,Rs. 112.50,Rs. 125.00,10% OFF,True
Sensodyne Fresh Gel Toothpaste 150 gm,Mfr: Gsk Consumer Healthcare,https://www.netmeds.com/images/product-v1/150x150/851950/sensodyne_fresh_gel_toothpaste_150_gm_0_2.jpg,https://www.netmeds.com/non-prescriptions/sensodyne-fresh-gel-tooth-paste-150-gm,Rs. 199.00,None,None,True
St.Botanica Facial Day Youth Serum 30 ml,Mfr: Morpheme Remedies Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/816722/st_botanica_facial_day_youth_serum_30_ml_0.jpg,https://www.netmeds.com/non-prescriptions/stbotanica-facial-day-youth-serum-with-natural-spf-vitamin-c-for-skin-brightening-fairness-30ml,Rs. 898.64,"Rs. 1,599.00",43.8% OFF,True
Sensodyne Repair & Protect Toothpaste 70 gm,Mfr: Gsk Consumer Healthcare,https://www.netmeds.com/images/product-v1/150x150/404683/sensodyne_repair_protect_toothpaste_70_gm_0_1.jpg,https://www.netmeds.com/non-prescriptions/sensodyne-repair-protect-tooth-paste-70gm,Rs. 175.00,None,None,True
Sensodyne Rapid Relief Toothpaste 80 gm,Mfr: Gsk Consumer Healthcare,https://www.netmeds.com/images/product-v1/150x150/12807/sensodyne_rapid_relief_toothpaste_80_gm_0_1.jpg,https://www.netmeds.com/non-prescriptions/sensodyne-rapid-relief-80g,Rs. 160.00,None,None,True
Dettol Soap - Original 75 gm,Mfr: Reckitt Benckiser India Ltd,https://www.netmeds.com/images/product-v1/150x150/15132/dettol_soap_original_75_gm_0.jpg,https://www.netmeds.com/non-prescriptions/dettol-original-soap-75gm,Rs. 28.50,Rs. 30.00,5% OFF,True
Nivea Men Cool Kick Deodorant 150 ml,Mfr: Nivea India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/802823/nivea_men_cool_kick_deodorant_150_ml_0.jpg,https://www.netmeds.com/non-prescriptions/nivea-men-cool-kick-deodorant-150ml,Rs. 174.30,Rs. 210.00,17% OFF,True
Dove Nutritive Solutions Hair Fall Rescue Conditioner 180 ml,Mfr: Hindustan Unilever Ltd,https://www.netmeds.com/images/product-v1/150x150/852005/dove_nutritive_solutions_hair_fall_rescue_conditioner_180_ml_0.jpg,https://www.netmeds.com/non-prescriptions/dove-nutritive-solutions-hair-fall-rescue-conditioner-180-ml,Rs. 190.00,None,None,True
Dove Nutritive Solutions Intense Repair Conditioner 75 ml,Mfr: Hindustan Unilever Ltd,https://www.netmeds.com/images/product-v1/150x150/852007/dove_nutritive_solutions_intense_repair_conditioner_75_ml_0.jpg,https://www.netmeds.com/non-prescriptions/dove-nutritive-solutions-intense-repair-conditioner-75-ml,Rs. 90.00,None,None,True
Dove Nutritive Solutions Daily Shine Conditioner 80 ml,Mfr: Hindustan Unilever Ltd,https://www.netmeds.com/images/product-v1/150x150/852001/dove_nutritive_solutions_daily_shine_conditioner_80_ml_0.jpg,https://www.netmeds.com/non-prescriptions/dove-nutritive-solutions-daily-shine-conditioner-80-ml,Rs. 90.00,None,None,True
Fogg Scent Xpressio Eau De Parfum 100 ml,Mfr: Vini Cosmetics Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/409659/fogg_scent_xpressio_eau_de_parfum_100_ml_0_0.jpg,https://www.netmeds.com/non-prescriptions/fogg-scent-xpressio-eau-de-parfum-100ml,Rs. 435.00,Rs. 500.00,13% OFF,True
VLCC Radiance Pro SPF 30 Pa+++ Sunscreen Gel 50 gm,Mfr: Vlcc Health Care Ltd,https://www.netmeds.com/images/product-v1/150x150/819281/vlcc_radiance_pro_spf_30_pa_sunscreen_gel_50_gm_0_1.jpg,https://www.netmeds.com/non-prescriptions/vlcc-radiance-pro-spf-30-pa-sunscreen-gel-50gm,Rs. 265.00,None,None,True
Altris HD Hair Hue Therapy Dark Brown Sachet 3X50gm,Mfr: Alembic Pharmaceuticals Ltd,https://www.netmeds.com/images/product-v1/150x150/802915/altris_hd_hair_hue_therapy_dark_brown_sachet_3x50gm_0_0.jpg,https://www.netmeds.com/prescriptions/altris-hd-hair-hue-therapy-dark-brown-gel-3x50gm,"Rs. 1,013.00",None,None,True
Dabur Vatika Anti Dandruff Shampoo 240 ml,Mfr: Dabur India Ltd,https://www.netmeds.com/images/product-v1/150x150/884862/dabur_vatika_anti_dandruff_shampoo_240_ml_0.jpg,https://www.netmeds.com/non-prescriptions/dabur-vatika-anti-dandruff-shampoo-240-ml,Rs. 100.00,None,None,True
Dabur Vatika Long & Black Shampoo - Amla & Bhringraj 440 ml,Mfr: Dabur India Ltd,https://www.netmeds.com/images/product-v1/150x150/884872/dabur_vatika_long_black_shampoo_amla_bhringraj_440_ml_0.jpg,https://www.netmeds.com/non-prescriptions/dabur-vatika-long-black-shampoo-440-ml,Rs. 190.00,None,None,True
Dabur Vatika Long & Black Shampoo - Amla & Bhringraj 240 ml,Mfr: Dabur India Ltd,https://www.netmeds.com/images/product-v1/150x150/884869/dabur_vatika_long_black_shampoo_amla_bhringraj_240_ml_0.jpg,https://www.netmeds.com/non-prescriptions/dabur-vatika-long-black-shampoo-240-ml,Rs. 100.00,None,None,True
Nivea Body Lotion Express Hydration for Normal Skin 200 ml,Mfr: Nivea India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/409743/nivea_body_lotion_express_hydration_for_normal_skin_200_ml_0_1.jpg,https://www.netmeds.com/non-prescriptions/nivea-express-hydration-body-lotion-200ml,Rs. 179.10,Rs. 199.00,10% OFF,True
Dabur Vatika Health Shampoo - Henna & Amla 440 ml,Mfr: Dabur India Ltd,https://www.netmeds.com/images/product-v1/150x150/884868/dabur_vatika_health_shampoo_henna_amla_440_ml_0.jpg,https://www.netmeds.com/non-prescriptions/dabur-vatika-health-shampoo-440-ml,Rs. 190.00,None,None,True
Dabur Vatika Anti Dandruff Shampoo - Lemon & Methi 440 ml,Mfr: Dabur India Ltd,https://www.netmeds.com/images/product-v1/150x150/884865/dabur_vatika_anti_dandruff_shampoo_440_ml_0.jpg,https://www.netmeds.com/non-prescriptions/dabur-vatika-anti-dandruff-shampoo-440-ml,Rs. 190.00,None,None,True
Dabur Vatika Health Shampoo - Henna & Amla 240 ml,Mfr: Dabur India Ltd,https://www.netmeds.com/images/product-v1/150x150/884867/dabur_vatika_health_shampoo_henna_amla_240_ml_0.jpg,https://www.netmeds.com/non-prescriptions/dabur-vatika-health-shampoo-240-ml,Rs. 100.00,None,None,True
Guard OR Mouth Wash 100ml,Mfr: Group Pharmaceuticals Ltd,https://www.netmeds.com/images/product-v1/150x150/802946/guard_or_mouth_wash_100ml_0.jpg,https://www.netmeds.com/prescriptions/guard-or-mouth-wash-100ml,Rs. 99.00,None,None,True
Nivea Men Energy Shower Gel 250 ml,Mfr: Nivea India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/409750/nivea_men_energy_shower_gel_250_ml_0.jpg,https://www.netmeds.com/non-prescriptions/nivea-men-energy-shower-gel-250ml,Rs. 169.15,Rs. 199.00,15% OFF,True
Nivea Men Active Clean Shower Gel 250 ml,Mfr: Nivea India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/409751/nivea_men_active_clean_shower_gel_250_ml_0.jpg,https://www.netmeds.com/non-prescriptions/nivea-men-active-clean-shower-gel-250ml,Rs. 189.05,Rs. 199.00,5% OFF,True
Nivea Men Vitality Fresh Shower Gel 250 ml,Mfr: Nivea India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/409749/nivea_men_vitality_fresh_shower_gel_250_ml_0.jpg,https://www.netmeds.com/non-prescriptions/nivea-men-vitality-fresh-shower-gel-250ml,Rs. 171.14,Rs. 199.00,14% OFF,True
Nivea Cocoa Nourish Oil in Lotion 200 ml,Mfr: Nivea India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/409745/nivea_cocoa_nourish_oil_in_lotion_200_ml_0_1.jpg,https://www.netmeds.com/non-prescriptions/nivea-cocoa-nourish-body-lotion-200ml,Rs. 247.50,Rs. 275.00,10% OFF,True
Nivea Whitening Floral Touch Deo 150 ml,Mfr: Nivea India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/409758/nivea_whitening_floral_touch_deo_150_ml_0.jpg,https://www.netmeds.com/non-prescriptions/nivea-whitening-floral-touch-deo-150ml,Rs. 167.20,Rs. 209.00,20% OFF,True
Nivea Whitening Talc Touch Deodorant 150 ml,Mfr: Nivea India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/409759/nivea_whitening_talc_touch_deodorant_150_ml_0.jpg,https://www.netmeds.com/non-prescriptions/nivea-whitening-talc-touch-deodorant-150ml,Rs. 167.20,Rs. 209.00,20% OFF,True
Nivea Fresh Natural Deodorant 150 ml,Mfr: Nivea India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/409757/nivea_fresh_natural_deodorant_150_ml_0.jpg,https://www.netmeds.com/non-prescriptions/nivea-fresh-natural-fresh-feeling-deodorant-150ml,Rs. 167.16,Rs. 199.00,16% OFF,True
Nivea Frangipani & Oil Shower Gel 250 ml,Mfr: Nivea India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/409754/nivea_frangipani_oil_shower_gel_250_ml_0.jpg,https://www.netmeds.com/non-prescriptions/nivea-frangipani-oil-shower-gel-250ml,Rs. 189.05,Rs. 199.00,5% OFF,True
Nivea Creme Care Body wash 250 ml,Mfr: Nivea India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/409755/nivea_creme_care_shower_cream_250_ml_0.jpg,https://www.netmeds.com/non-prescriptions/nivea-creme-care-shower-gel-250ml,Rs. 179.10,Rs. 199.00,10% OFF,True
Nivea Waterlily & Oil Shower Gel 250 ml,Mfr: Nivea India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/409752/nivea_waterlily_oil_shower_gel_250_ml_0.jpg,https://www.netmeds.com/non-prescriptions/nivea-waterlily-oil-shower-gel-250ml,Rs. 189.05,Rs. 199.00,5% OFF,True
Nivea Fresh Power Fruit Shower Gel 250 ml,Mfr: Nivea India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/409753/nivea_fresh_power_fruit_shower_gel_250_ml_0.jpg,https://www.netmeds.com/non-prescriptions/nivea-fresh-power-fruit-shower-gel-250ml,Rs. 175.12,Rs. 199.00,12% OFF,True
